id,affiliation
5327,"Otto-von-Guericke-Universität Magdeburg, Fakultät für Informatik"
5328,"Warsaw University of Technology, Faculty of Electronics and Information Techniques, IES, Poland"
5329,"INFN, Sezione di Milano"
5330,"INRIA Saclay - Ile de France, UVT"
5331,"Monash University, Australia"
5332,"Kyung Hee University, Korea"
5333,"The University of Melbourne, Australia"
5334,"University of Alabama, Alabama"
5335,"Pondicherry Engineering College, India"
5336,Sri Manakula Vinayagar Engineering College and
5337,"Kalyani Govt. Engg. College, India and"
5338,"Visva-Bharati University, India"
5339,"Anna University-Chennai, India"
5340,"Aletheia University, Taiwan"
5341,"Fooyin University, Taiwan and"
5342,"Shu-Te University, Taiwan"
5343,"University of L'Aquila, Italy"
5344,"University of Rome, Italy and"
5345,"University of Chieti, Italy"
5346,"University of Windsor, Canada"
5347,"University of Wuerzburg, Germany"
5348,"University of Technology Sydney, Australia and"
5349,"University of New South Wales, Australia"
5350,"KITS-Warangal, India and"
5351,"Kakatiya University, India"
5352,"University of Manchester, U.K"
5353,"University Of Patras, Greece"
5354,"Univ. of Ioannina, Greece and"
5355,"University of Regina, Canada"
5356,LIACS and CWI
5357,Nancy University and INRIA Grand-Est
5358,"IT-Department, Abo Akademi University"
5359,Universite Joseph Fourier/VERIMAG
5360,Tunisia Polytechnic School
5361,ASCOLA Research Team
5362,VU Amsterdam
5363,INRIA Grenoble - Rhone-Alpes
5364,Supervisor
5365,FAST - National University of Computer and Emerging Sciences
5366,MPA
5367,AEI
5368,ZAH
5369,MPE
5370,ZIB
5371,TUM
5372,"ZAH, NAOC"
5373,DICOM - Università degli Studi dell'Insubria
5374,"Symbolic Computation Group, Wilhelm Schickard Institute for Computer Science, Universität Tübingen, Germany"
5375,ISCTE / ADETTI / Caixa Mágica
5376,DIEI
5377,CRIL-CNRS
5378,INESC-ID/IST
5379,CSI/CASL
5380,Sonatype
5381,University of Nice - Sophia Antipolis / I3S-CNRS
5382,"INRIA - IRISA, INRIA - IRISA"
5383,"Deptartment of Computing, Macquarie University, Australia."
5384,"Dipartimento di Informatica and Molecular Biotechnology Center, Dipartimento di Genetica, Biologia e Biochimica, Università di Torino"
5385,"University of Naples, Italy"
5386,Verimag
5387,Univ. of Urbino
5388,"ELP-DSIC, U. Politécnica de Valencia, Spain. alpuente,sescobar@dsic.upv.es"
5389,LSEET
5390,Vincent
5391,"BVM Engineering College, India"
5392,"University Utara, Malaysia"
5393,"Mody Institute of Technology, India"
5394,"Jadavpur University, India"
5395,"Bengal College of Engineering And Technology, India"
5396,"BIT Sindri, India"
5397,"Ranchi University, India and"
5398,"JPMorgan Chase - Mumbai, India"
5399,"T.J. Watson IBM Research Center, Yorktown, USA"
5400,"Boston Univ., Boston, USA"
5401,"Waterloo Univ., Canada"
5402,"CWI and Univ. Amsterdam, Netherlands"
5403,"Theor. Div., Los Alamos National Laboratories and Santa Fe Inst."
5404,"Netaji Subhash Engg College, India and"
5405,"University of Kalyani, India"
5406,"Suresh Gyan Vihar University, India and"
5407,"SBCET, India"
5408,"Suresh Gyan Vihar University, India"
5409,"Telkom Institute of Technology, Indonesia"
5410,"Atmiya Institute of Technology & Science, India"
5411,"Jackson State University, USA"
5412,Radboud Univ. Nijmegen
5413,"Univ. College, University London"
5414,LMeASI
5415,LE2I
5416,"CoreLabs, Core Security Technologies"
5417,"Corelabs, Core Security Technologies"
5418,"West Bengal University of Technology, India"
5419,Core Security Technologies
5420,Core Security Technologies and Instituto Tecnologico Buenos Aires
5421,EC
5422,Università di Udine
5423,Università di Salerno
5424,HAW
5425,AUT University
5426,Missouri State University
5427,Memorial University of Newfoundland
5428,"Department of Physics and Astronomy, University College London, Gower St., London WC1E 6BT, UK"
5429,"Dipartimento di Fisica e Sezione I.N.F.N., Università di Perugia, Via A. Pascoli, Perugia, 06123, Italy"
5430,UoA
5431,"LACL, Université Paris-Est Créteil"
5432,"LIAFA, CNRS UMR 7089, Université Paris Diderot - Paris 7"
5433,"Section of Logic, Institute of Mathematics and Informatics, Bulgarian Academy of Sciences"
5434,DISI - University of Genova
5435,"University of Verona, Verona, Italy"
5436,"University of Murcia, Murcia, Spain"
5437,"University of Salerno, Italy"
5438,"LIAFA, CNRS & Université Paris 7"
5439,"LFCS, University of Edinburgh"
5440,Liafa
5441,"UAM, Spain"
5442,"SOAU - Bhubaneswar, India"
5443,"Acharya Nagarjuna University, India"
5444,"Jawaharlal Nehru Technological University, India and"
5445,"S.V.H. College Of Engineering, India"
5446,"B. M. S. College of Engineering - Bangalore, India"
5447,"Academy of Technology - Hoogly, India and"
5448,"Maharaja Engineering College, India"
5449,"Kongu Engineering College, India"
5450,"Indiana University - Purdue University, USA"
5451,"Victoria University, Australia"
5452,"Kainan University, Taiwan and"
5453,"Yuan Ze University, Taiwan"
5454,Arcadia University
5455,University of Cincinnati
5456,Nanjing University of Information Science and Technology
5457,"Institute of Logic and Cognition, Sun Yat-sen University"
5458,"Universität Trier, Germany"
5459,"University Manchester, UK"
5460,Jiangsu University
5461,Technische Universitaet Darmstadt
5462,Virginia State University
5463,Murray State University
5464,Queens College & CUNY Graduate Center
5465,University of Cape Town
5466,"Dipartiento di matematica applicata, Universita di Pisa"
5467,"LORIA, Vandoeuvre-l es-Nancy, France"
5468,"Fields Institute, Toronto, Canada"
5469,"LRI, IGM"
5470,LAISC
5471,ILIAS
5472,"Royal University for Women, Bahrain"
5473,"Sivanthi Aditanar College of Engineering, India"
5474,"Manonmaniam Sundaranar University, India"
5475,"PSN College of Engineering and Technology, India"
5476,Haryana College of Tech. & Mgmt. India
5477,"Kurukshetra University, India"
5478,"MIET - Meerut, India"
5479,"Sri Sai Aditya Institute of Science & Technology, India"
5480,"JNTUK, India"
5481,"Bapatla Engineering College, India"
5482,"Dr.MGR University, India"
5483,"Research and Industry Incubation Centre - Bangalore, India"
5484,"117th October University, Libya"
5485,Institute of Management Studies & I. T
5486,"Dr. B. A. Marathwada University, India"
5487,European Centre for Soft Computing
5488,"Department of Information and Computer Sciences, Osaka University"
5489,"Indian Institute of Technology, Guwahati, India"
5490,"Ecole Polytechnique, France"
5491,"FSO - University Mohamed Ist, Morocco"
5492,"ESTO - University Mohamed Ist, Morocco"
5493,"Academy Hassan II of Sciences & Technology, Morocco"
5494,"Angel College of Engineering, India"
5495,"Madras Institute of Technology, India"
5496,University Lumiere Lyon 2 - France
5497,"Jahangirnagar University, Bangladesh"
5498,Kiev National Taras Shevchenko University
5499,"Math-Info Department, Paris 12 University"
5500,IMAG-INRIA Rhône-Alpes / GRAVIR
5501,LAG
5502,LEPES
5503,"RWTH Aachen University, Computer Graphics & Multimedia"
5504,"BESU, India"
5505,"Indian Institute of Technology - Kharagpur, India"
5506,National Engineering School of Tunis
5507,"CNAM - CEDRIC, France"
5508,"Iran University of Science and Technology, Iran"
5509,"Islamic Azad University, Iran"
5510,"Ghousia college of Engg.Ramanagaram, India"
5511,"BDCOE, India"
5512,"Bhagwati Chadurvedi COE, India"
5513,"University of Bordeaux, France"
5514,"Laboratoire d'Informatique de Paris, France"
5515,"Telecom SudParis, France"
5516,"VIT University, India"
5517,"Centre for Development of Advanced Computing, India"
5518,"Osmania University, India"
5519,"Anna University, India"
5520,"Indira Gandhi Centre for Atomic Research, India"
5521,"PSG College of Technology, India"
5522,"Francis Xavier Engineering College, India"
5523,"Tampere University of Technology, Finland"
5524,"Bioinformatics, University Freiburg, Germany"
5525,"Dip. di Matematica, Università di Parma, Italy"
5526,LMDP
5527,Jun-Duo
5528,UR ETGR
5529,ENSM-SE
5530,"TSI, AIQ"
5531,AIQ
5532,"INRIA - IRISA, IRIT"
5533,"Electrical Engineering Department, University of California, Los Angeles, USA"
5534,All - INRIA Sophia Antipolis / INRIA Rhône-Alpes
5535,"LSR - IMAG, IMAG"
5536,"Ensi de Bourges, France"
5537,"Minia University, Egypt"
5538,"University of Sussex, Brighton, UK"
5539,"GITAM University, Vishakapatnam"
5540,"J.N.T. University, Hyderabad"
5541,"SudParis, Evry, France"
5542,"Iowa State University, USA"
5543,"Dean, K.S.R.C.T., Tiruchengodu, India"
5544,"University of Alaska Anchorage, Alaska, USA"
5545,"The University of Alabama in Huntsville, Alabama, USA"
5546,"Calcutta Institute of Engineering and Management, India"
5547,"University of Calcutta, A.P.C. Road, India"
5548,"Institute of Management Technology, India"
5549,Jackson State University
5550,"Chaoyang University of Technology, Taiwan"
5551,"Measi Institute of Information Technology, India"
5552,"Manonmaniam Sundaranar University, India and"
5553,"Jerusalem College of Engineering, India"
5554,G.Narayanamma Institute of Technology & Science India
5555,"Jawaharlal Nehru Technology University, India"
5556,"Stevens Institute of Technology, USA"
5557,CORAL
5558,"Vishweshwaraiah Technological University, India"
5559,"UVCE, Bangalore, India"
5560,"Rajiv Gandhi College of Engineering and Technology, India"
5561,"SRM University, India"
5562,"Tezpur University, India"
5563,"K.S.Rangasamy College of Technology, India"
5564,"K.S.R College of Engineering, India"
5565,"Periyar University, India"
5566,"QISCET, Ongole, India"
5567,"BEC, Bapatla, India"
5568,"QISCET, Ongole, India and"
5569,"JNTU, Kakinada, India"
5570,"NSHM College of Management & Technology, India"
5571,"University of Calcutta, India"
5572,"C-DAC, Hyderabad, India"
5573,"Telecom ParisTech, Paris, France"
5574,SFLTAMP
5575,Himeji Dokkyo University
5576,Universidade Federal do Rio Grande do Sul
5577,"The Technological Institute of Textile & Sciences, Haryana, India"
5578,"Universiti Sains Malaysia, Malaysia"
5579,"SMVD University, Katra"
5580,"MITS University, Rajassthan, India"
5581,"National Institute of Technology, Rourkela, India"
5582,"Netaji Subhas Institute of Technology, Delhi University, India"
5583,"B. V. M. Engineering. College, India"
5584,"USTHB University, Algeria and"
5585,"Institute Galilee, Paris13 University, Paris, French"
5586,"Central South University, P.R.China and"
5587,"Foshan University, P.R. China"
5588,"City University of Hong Kong, China and"
5589,"Khulna University of Engineering & Technology, Bangladesh"
5590,"King Saud University, Saudi Arabia"
5591,"Indian Institute of Technology, Kharagpur, India"
5592,"Inha University, Korea"
5593,"University of Pierre and Marie Curie, France"
5594,"Institut Télécom - Télécom SudParis, France and"
5595,"University of Guelph, Canada and"
5596,"Ryerson University, Toronto, Canada"
5597,"National Institute of Technology Calicut, India"
5598,"ONERA, Toulouse, France and"
5599,"EADS Astrium Space Transportation, Les Mureaux, France"
5600,Cornell Information Science and Cornell University Library
5601,"School of Computer Science, Carleton University"
5602,"Department of Mathematics and Computer Science, University of Southern Denmark"
5603,"University of Camerino, IT"
5604,"CoSBi and University of Trento, IT"
5605,"CLLE, Lordat"
5606,"CLLE, Erss"
5607,"School of Engineering, Computing & Mathematics, University of Exeter, UK"
5608,"Centre for Systems Biology at Edinburgh, University of Edinburgh, UK"
5609,"Centre for Systems Biology at Edinburgh and School of Biological Sciences, University of Edinburgh, UK"
5610,"Department of Information Engineering, University of Padova"
5611,"Dipartimento di Scienze Matematiche e Informatiche, Università di Siena"
5612,"The Microsoft Research - University of Trento, Centre for Computational and Systems Biology"
5613,"Lab-Sticc, ST Microelectronics"
5614,Lab-Sticc
5615,ST Microelectronics
5616,EE-506
5617,"University of Cambridge, Warsaw University"
5618,École Polytechnique and INRIA
5619,National Institute of Aerospace
5620,RCIM
5621,"LASP, IRISES"
5622,"Hasso Plattner Institute, University of Potsdam"
5623,Imperial College
5624,École Polytechnique - Universidad Javeriana Cali
5625,TREFLE
5626,NES
5627,Jasmine
5628,University of Cambridge Computing Service
5629,Universidade de Brasilia
5630,"Heriot-Watt University, Edinburgh"
5631,"Universidad Nacional de Rio Cuarto, Argentina"
5632,"Universidad ORT, Uruguay"
5633,"RISC, JKU Linz"
5634,"CONICET and Universidad Nacional de Quilmes, Argentina"
5635,"Universidad de Buenos Aires, Argentina"
5636,INRIA Nancy Grand-Est
5637,University of Newcastle
5638,LASM
5639,LIISTA
5640,SM-IEEE
5641,FAST
5642,CIN
5643,"Department of Information Engineering, Zhejiang Business Technology Institute, Ningbo, China"
5644,"Department of Computer Science and Informatics, University West, Trollhattan, Sweden"
5645,"McGill University, Montreal, Canada"
5646,Tokyo
5647,"Foreign Language Faculty, Kim Il Sung University"
5648,"Computer Science College, Kim Il Sung University"
5649,"US Army Engineer Research & Development Center, Concord, MA, USA"
5650,"Contractor to US Army Engineer Research & Development Center, Concord, MA, USA"
5651,"University of Virginia, Charlottesville, VA, USA"
5652,"US Army Research Laboratory, Adelphi, MD, USA"
5653,HYCOMES
5654,"Computer Science, University of Surrey"
5655,"Umm al-Qura University, Saudi Arabia"
5656,"Lorraine University and Inria Nancy Grand-Est, France"
5657,University of L'Aquila
5658,"Dipartimento di Informatica, Università di Pisa, Pisa, Italy"
5659,"University of Bologna, Italy / INRIA, France"
5660,"DSIC, Universitat Politècnica de València, Spain"
5661,DSIC-UPV
5662,APAM
5663,IITP
5664,Eindhoven University of Technology - Department of Mathematics and Computer Science
5665,"Dept. of Computing Science, Umeå University, Umeå, Sweden"
5666,ENS Cachan and INRIA
5667,"ENS Cachan, CNRS and INRIA"
5668,Universitá di Torino
5669,UPV/EHU
5670,"FEMTO-ST, CASSIS"
5671,"Ericsson AB, Göteborg, Sweden"
5672,"GANG, LIAFA"
5673,"Roskilde University, Denmark"
5674,"Roskilde University, Denmark and IMDEA Software Institute, Spain"
5675,"School of Computing, Dublin City University"
5676,"Masaryk University, Brno"
5677,"University of West Bohemia, Pilsen"
5678,"GANG, LIAFA, LINCS"
5679,IBM Reserch
5680,NYU Computer Science
5681,LaBRI - CNRS
5682,"U. of Heidelberg, Germany"
5683,"UFES, Vitória, Brazil"
5684,"UFRJ, Rio de Janeiro, Brazil"
5685,Type Inferred Ltd
5686,The University of Liverpool
5687,Program Systems Institute of Russian Academy of Sciences
5688,University of Roma Tor Vergata
5689,"CNRS, IRIT"
5690,"Nagoya University, Japan"
5691,Henry
5692,"Department of Electrical and Computer Engineering, University of Utah"
5693,Xandem Technology
5694,Qualcomm Research
5695,"School of Computing, University of Utah"
5696,"UB, LaBRI, Potioc"
5697,"DISI, FOCUS"
5698,"FOCUS, DISI"
5699,LPP
5700,L3I
5701,Universitat Politècnica de Catalunya
5702,CNRS - Ecole Polytechnique - INRIA - SRI International
5703,Inria and LIX
5704,"Macquarie University, Sydney, Australia"
5705,"University of Cantabria, Santander, Spain"
5706,Saarland University - Computer Science
5707,"NICTA and University of New South Wales, Australia"
5708,IMT - Lucca
5709,INT
5710,"Air Force Research Laboratory, Information Directorate"
5711,NCTU
5712,ENSTA ParisTech U2IS/IS
5713,"Radboud University, Nijmegen"
5714,"Quantum Group, University of Oxford"
5715,"Department of Computer Science, University of Hong Kong, Hong Kong"
5716,"Department of Computer Science, University of Oxford, Oxford, UK"
5717,Middlesex University
5718,"LAMA, LJK"
5719,MGMI
5720,QGAR
5721,"LTCI, SAMM"
5722,"SAMM, Viadeo"
5723,Viadeo
5724,dmarron@ac.upc.edu
5725,jesse.read@aalto.fi
5726,albert.bifet@telecom-paristech.fr
5727,nacho@ac.upc.edu
5728,Weaver
5729,"Ecole Polytechnique, Université Paris-Sud, Tsinghua University"
5730,Technical University of Catalonia
5731,"IUF, UR1, ASAP"
5732,"UR1, ASAP"
5733,Quantum Information Processing Group
5734,"Tesat-Spacecom GmbH & Co. KG, Backnang, Germany"
5735,"Space Administration, German Aerospace Center"
5736,Southeast University
5737,University of Rouen
5738,"MAMBA, LJLL"
5739,"SIERRA, DI-ENS"
5740,METALAU
5741,"CSTB, G-SCOP\_GCSP, LIG Laboratoire d'Informatique de Grenoble"
5742,G-SCOP\_GCSP
5743,EVA
5744,University of Chile
5745,"Yale-NUS College, Singapore"
5746,"City University of New York, Graduate Center"
5747,CAMS
5748,UL2
5749,ENS Paris
5750,NASA - ARC
5751,IIT-CNR
5752,"FaMAF, UNC-CONICET, Cordoba"
5753,"TU/e, Eindhoven"
5754,"CNR/ISTI, Pisa"
5755,"Saarland University, University of Trieste, ISTI-CNR"
5756,"Università di Firenze, IMT Lucca"
5757,"Inria Rennes, France"
5758,"IMT - Institute for Advanced Studies Lucca, Italy"
5759,MSR-Inria
5760,FEMTO-ST Institute
5761,Gallium
5762,Technische Universite Darmstadt
5763,IBM Research -- Ireland
5764,IBM Now Factory -- Ireland
5765,Oliver
5766,"LIAFA, Univ. Paris Diderot and CNRS, France"
5767,LSV - CNRS and ENS Cachan - France
5768,Aalborg University - Denmark
5769,University of Tampere
5770,Free University Bolzano
5771,Computer Science Department - Sapienza University of Rome
5772,Universität Düsseldorf
5773,Korea Advanced Institute of Science and Technology
5774,ATNET
5775,LAAS-VERTICS
5776,"LAAS-VERTICS, ACADIE"
5777,ACADIE
5778,"Faculty of Electrical Engineering, Czech Technical University in Prague, Czech Republic"
5779,ESPRESSO
5780,"Departamento de Física y Astronomía, Universidad de La Serena, Casilla 554, La Serena, Chile"
5781,Middlesex University London
5782,"Department of Computer Science, Gunma University"
5783,LNCC / MCTI
5784,ENS de Lyon / INRIA - Université de Lyon
5785,"UJF, Verimag"
5786,"CNRS, Verimag"
5787,CNRS-VERIMAG
5788,"Aristotle University of Thessaloniki, Greece"
5789,"University of Waterloo, Canada"
5790,"Stony Brook University, NY, USA"
5791,LIAFA - CNRS
5792,Independent researcher
5793,"UP11, LIX"
5794,FMI
5795,RMOD
5796,"IBS PAN, LIP6"
5797,"University of Jyvaskyla, Finland"
5798,"Middlesex University, UK."
5799,"Universidad del Pais Vasco and IKERBASQUE, Basque Foundation of Science"
5800,Université d'Auvergne
5801,"ENS Cachan, CNRS"
5802,"Delft University of Technology, Delft, The Netherlands"
5803,"University of Strathclyde, Glasgow, United Kingdom"
5804,"KTH Royal Institute of Technology, Stockholm, Sweden"
5805,"St. Kliment Ohridski University of Sofia, Sofia, Bulgaria"
5806,Inria Rennes
5807,IRIT - CNRS & Univ. of Toulouse
5808,CNRS & ENS Lyon
5809,Mines Albi-Carmaux
5810,"Sapienza University of Rome, Italy"
5811,"York University, Toronto, ON, Canada"
5812,"Free University of Bozen-Bolzano, Italy"
5813,RITS
5814,"DFKI, MMCI"
5815,MMCI
5816,CSTR
5817,The University of Manchester
5818,"Department of Computer Science, Royal Holloway University of London"
5819,ENSTA ParisTech UMA
5820,"Lomonosov Moscow State University, Faculty of Mechanics and Mathematics, Bogoliubov Institute for Theoretical Problems of Microphysics"
5821,Yahoo Labs
5822,Binghamton
5823,University de Bordeaux
5824,"FaMAF, Universidad Nacional de Córdoba - CONICET"
5825,"Department of Computer Science, VU University Amsterdam"
5826,"University of Glasgow, United Kingdom"
5827,"Los Alamos National Laboratory, Los Alamos, NM, USA"
5828,"The University of Utah, Salt Lake City, UT, USA"
5829,"The University of Iowa, Iowa City, IA, USA"
5830,DM2L
5831,"INSA Toulouse, IMT"
5832,"MOAIS, ARIC"
5833,"MOAIS, LJK"
5834,"Lasige, Faculty of Sciences, University of Lisbon, Portugal"
5835,East China University of Science and Technology
5836,"Università di Cagliari, Italy and Imperial College London, UK"
5837,"Università di Cagliari, Italy"
5838,"INRIA -- Univ. Paris-Est, LACL"
5839,"Univ. Paris Diderot, P.P.S."
5840,"Department of Computing, Imperial College London"
5841,"CNRS, LORIA, Université de Lorraine, France"
5842,"University of Bologna/INRIA, Italy"
5843,"Technical University of Denmark, Denmark"
5844,JSC
5845,Carl von Ossietzky Universität Oldenburg
5846,"University of Leicester, England"
5847,"Istituto di Scienza e Tecnologie dell'Informazione, CNR"
5848,"Università degli Studi di Firenze, Università di Pisa"
5849,Università degli Studi di Firenze
5850,Università di Camerino
5851,"IIT-CNR, Pisa, Italy"
5852,"University of Camerino, Italy"
5853,"CS, ICT, University of Malta"
5854,"RELEASE, DI, Universidade da Beira Interior & NOVA LINCS, DI-FCT, Universidade NOVA de Lisboa"
5855,"NOVA LINCS, DI-FCT, Universidade NOVA de Lisboa"
5856,"CEA LIST, Software Security Lab"
5857,Clemson University
5858,ESG Elektroniksystem- und Logistik GmbH
5859,Aarhus University
5860,"LEAR, CIMS"
5861,"DTU, Denmark"
5862,ENSIIE
5863,"LORIA, Université de Lorraine"
5864,"UPMC, RS2M"
5865,"RS2M, SAMOVAR"
5866,"Inria, Ecole Polytechnique"
5867,"Inria, CNAM"
5868,ENSIIE/Cédric
5869,"Proof Technologies Ltd, UK and Radboud University, Nijmegen, The Netherlands"
5870,"Cambridge University, UK"
5871,Inria & LIX
5872,INRIA-Saclay
5873,Lyst.com
5874,Sharif University of Technology
5875,"MINES ParisTech, PSL Research University, France"
5876,Univ Paris Diderot & École Polytechnique
5877,"Inria Paris & PPS, Univ Paris Diderot"
5878,Universita degli Studi di Milano
5879,"Inria Sophia Antipolis Méditerranée, France"
5880,"Inria Rennes Bretagne Atlantique, France"
5881,"UEC, Japan and CREST, JST, Japan"
5882,"Komatsu Ltd., Japan"
5883,IET
5884,ST MICROELECTRONICS
5885,Mines Nantes
5886,Dankook University
5887,"ENS Paris, PPS"
5888,"PPS, PI.R2"
5889,"Univ. of Crete & Nat. Obs. of Athens, Greece"
5890,JPL
5891,Sterrewacht Leiden
5892,"GOAL, LIRIS"
5893,"OCA, LAGRANGE"
5894,PRIVATICS
5895,"GREGHEC, EDF R\&D"
5896,"IMT, UPS"
5897,Ohio Center of Excellence in Knowledge-enabled Computing
5898,"United Nations Population Fund Headquarters NYC, USA"
5899,"NPA, LINCS, IUF, LIP6"
5900,LAMOP
5901,"Department of Mathematics and Informatics, University of Novi Sad"
5902,"Faculty of Mathematics and Information Sciences, Warsaw University of Technology"
5903,"LIAFA, Université Paris 7 - Denis Diderot and University of Warsaw"
5904,"LaBRI, CNRS, Bordeaux"
5905,"LaBRI, Bordeaux"
5906,"LIF, Marseille"
5907,DRZ
5908,UBC-Computer Science
5909,The University of Mary Washington
5910,"University at Albany, SUNY"
5911,"UR1, ATNET"
5912,LSV -- ENS Cachan & CNRS
5913,"ISC-PIF, GC"
5914,BioMedIA
5915,"Dept. of Electronic & Computer Engineering, Technical University of Crete, Greece"
5916,"Dept. of Computer Science, University of Crete, Greece"
5917,"Dept. of Informatics Engineering, Technological Educational Institute of Crete, Greece"
5918,Systemware Innovation Corporation
5919,"Laboratoire IBISC, Université d'Evry-Val d'Essonne"
5920,"Département d'Informatique, Université Libre de Bruxelles"
5921,Institute of Theoretical and Applied Computer Science
5922,"INRIA, LaBRI, université de Bordeaux"
5923,"CNRS, LaBRI, université de Bordeaux"
5924,"POSTECH, South Korea"
5925,"Oracle Labs, USA"
5926,"UPS, LAAS"
5927,CNRS and ENS Lyon
5928,"LJLL, MAMBA"
5929,"WILLOW, DI-ENS"
5930,"ENSIIE, LRI, CEDRIC"
5931,"CITI, VALEO"
5932,VALEO
5933,LIAS
5934,LAII
5935,"LIP6, Systèmes Polynomiaux / Inria - LIP6"
5936,"Systèmes Polynomiaux / Inria - LIP6, LIP6"
5937,University of Edinmburgh
5938,"UB, LaBRI, INRIA Bordeaux - Sud-Ouest"
5939,"INRIA Bordeaux - Sud-Ouest, UB"
5940,"INRIA Paris-Rocquencourt, LIAFA"
5941,HHMI Janelia Research Campus
5942,E3S
5943,"INRIA Saclay - Ile de France, CVN"
5944,"VIPLAB, LIGM"
5945,Theory and Practice of Software Ltd
5946,"LIX, École Polytechnique"
5947,MIDLAB
5948,"MIDLAB, NPA"
5949,LBBE Lyon / INRIA Grenoble Rhône-Alpes
5950,MATCOM
5951,INRIA Grenoble Rhône-Alpes / LJK Laboratoire Jean Kuntzmann
5952,Oracle Labs
5953,"Research Scholar, Department of Electronics Telecomm and Computer Engineering, Military College of Tele Communication Engineering, Military Head Quartar of War"
5954,"Professor, Department of Electronics Telecomm and Computer Engineering, Military College of Tele Communication Engineering, Military Head Quartar of War"
5955,"PRiSM, University of Versailles St-Quentin-en-Yvelines France"
5956,STIC University of Tlemcen Algeria
5957,LASE University of Ngaoundere Cameroon
5958,"INRIA - SUPELEC, LIFO"
5959,ACMU
5960,NVIDIA
5961,"University of Massachusetts, Amherst"
5962,"Dept. Science Policy and Scientometrics, Library and Information Centre of the Hungarian Academy of Sciences, MTA"
5963,Techn. Univ. Ostrava
5964,"LSV, CNRS & ENS Cachan"
5965,"INRIA - SUPELEC, IRISA"
5966,"ENSAI, INRIA - IRISA"
5967,"CITI, Inria Grenoble Rhône-Alpes / CITI Insa de Lyon"
5968,George Washington University
5969,RMIT University
5970,"ABB Corporate Research, Bangalore"
5971,"Inria, Rennes, France"
5972,"DTU, Lyngby, Denmark"
5973,"University of Southampton, UK"
5974,"TU/e, Eindhoven and CWI, Amsterdam, The Netherlands"
5975,"CNR-ISTI, Italy"
5976,Technische Universität Darmstadt Real-Time Systems Lab
5977,Volkswagen AG
5978,"LaBRI, Univ. Bordeaux, France"
5979,"Inria, Bordeaux, France"
5980,Tomsk State University
5981,Grand Valley State University
5982,"University of Twente, Enschede, The Netherlands"
5983,"INRIA Paris - Rocquencourt, CMAP"
5984,Institute for System Programming Russian Academy of Sciences
5985,"Humboldt-Universität zu Berlin, Institut für Informatik"
5986,"Arizona State University, USA"
5987,"Department of Computer Science and Automation, Indian Institute of Science, Bangalore, India"
5988,"Harvard School of Engineering and Applied Sciences, Cambridge, MA"
5989,Universidad Nacional de La Matanza y Universidad Tecnológica Nacional
5990,"LIAFA, INRIA Paris-Rocquencourt"
5991,RA-CTI
5992,"Graduate School of Human and Environmental Studies, Kyoto University"
5993,EE-IIT
5994,"EEP-PSE, CES"
5995,IML--FRE 3529 Aix-Marseille Université
5996,"Université Paris 13, Sorbonne Paris Cité"
5997,IFSTTAR/COSYS/LIVIC
5998,"The University of Western Australia, Perth, Australia"
5999,"Member, IAENG"
6000,"CEEM, MSSMat"
6001,MSSMat
6002,CGS
6003,NAVIER UMR 8205
6004,FT R\&D
6005,"Université de Toulouse, IRIT-ENSEEIHT, CNRS, Toulouse, France"
6006,"CMAP, INRIA Saclay - Ile de France"
6007,FEMTO-ST & University of Franche-Comté
6008,Technical University of Darmstadt
6009,"Laboratoires PPS and LIAFA, Université Paris Diderot"
6010,"Laboratoire PPS, CNRS and Université Paris Diderot"
6011,"University of Porto, Department of Computer Science & LIACC"
6012,"RIEC, Tohoku University, Japan"
6013,CRSC
6014,"INRIA-Paris-Rocquencourt, LJLL"
6015,VIM
6016,TU-Dortmund
6017,"Dept. Informatik und Mathematik, Inst. Informatik, J.W. Goethe-University, Frank"
6018,"Division of Science and Mathematics, University of Minnesota, Morris, MN, U.S.A"
6019,"ELM, IMJ"
6020,University of Padova Italy
6021,National Research Council of Italy CNR-IEIIT
6022,EMC Corporation
6023,"University of Toulouse, IRIT-ENSEEIHT, CNRS, Toulouse, France"
6024,École Normale Supérieure de Lyon
6025,"LIENS,INRIA Paris - Rocquencourt"
6026,Institute of Cybernetics
6027,"CITI,CSE"
6028,aicas GmbH
6029,Prove & Run
6030,MSR - INRIA
6031,"INRIA Paris-Rocquencourt,LIAFA,LINCS"
6032,HUMG
6033,"GC, ISC-PIF"
6034,SFU.ca
6035,"SFU.ca, ENS Paris"
6036,Universite Paris Diderot
6037,"Dept Electri. Comput. Eng., Drexel Univ."
6038,CWI and University of Amsterdam & Drexel University
6039,"PDPM Indian Institute of Information Technology, Design and Manufacturing Jabalpur"
6040,"LIPN, Paris 13, Sorbonne Paris Cité, CNRS -- DISI, Bologna, INRIA"
6041,Università di Bologna & INRIA
6042,"Université d'Aix-Marseille, CNRS, I2M, Marseille, France"
6043,"INRIA & LIX, École Polytechnique"
6044,SRL
6045,"LINCS, NPA"
6046,"State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China"
6047,"Saarland University -- Computer Science, Saarbruecken, Germany"
6048,ORCCA
6049,"LIP, Inria Grenoble Rhône-Alpes / LIP Laboratoire de l'Informatique du Parallélisme"
